Species	tax_id	organism_name	Genus	Family	Order	Class	Phylum	Kingdom	Domain	pathogen_status	sum	SAMPLE_1	SAMPLE_10	SAMPLE_11	SAMPLE_12	SAMPLE_13	SAMPLE_14	SAMPLE_15	SAMPLE_16	SAMPLE_17	SAMPLE_18	SAMPLE_19	SAMPLE_2	SAMPLE_20	SAMPLE_21	SAMPLE_22	SAMPLE_23	SAMPLE_24	SAMPLE_25	SAMPLE_26	SAMPLE_27	SAMPLE_28	SAMPLE_29	SAMPLE_3	SAMPLE_30	SAMPLE_31	SAMPLE_32	SAMPLE_33	SAMPLE_34	SAMPLE_35	SAMPLE_4	SAMPLE_5	SAMPLE_6	SAMPLE_7	SAMPLE_8	SAMPLE_9
Candidatus Planktophila limnetica	573600	Candidatus Planktophila limnetica	Candidatus Planktophila	Candidatus Nanopelagicaceae	Candidatus Nanopelagicales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000109466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Planktophila sulfonica	1884904	Candidatus Planktophila sulfonica	Candidatus Planktophila	Candidatus Nanopelagicaceae	Candidatus Nanopelagicales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000436951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132967	0	0	0
Caproicibacter fermentans	2576756	Caproicibacter fermentans	Caproicibacter	Acutalibacteraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	4.20842E-05	0	0	4.21E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caproicibacter sp. BJN0012	3110227	Caproicibacter sp. BJN0012	Caproicibacter	Acutalibacteraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	7.40697E-05	0	0	7.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caproicibacterium argilliputei	3030016	Caproicibacterium argilliputei	Caproicibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	2.89628E-05	0	0	2.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caproicibacterium sp. BJN0003	2994078	Caproicibacterium sp. BJN0003	Caproicibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	2.7576E-05	0	0	2.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caproicibacterium sp. XB1	3396405	Caproicibacterium sp. XB1	Caproicibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	2.89628E-05	0	0	2.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium maltaromaticum	2751	Carnobacterium maltaromaticum	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	pathogen	0.023066988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158906	0	0	0	0	0	0	0.022908082	0	0	0	0	0	0	0	0
Cellvibrio sp. KY-GH-1	2303332	Cellvibrio sp. KY-GH-1	Cellvibrio	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000854612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000854612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellvibrio sp. PSBB006	1987723	Cellvibrio sp. PSBB006	Cellvibrio	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001994617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001994617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cetobacterium somerae	1319815	Cetobacterium somerae ATCC BAA-474	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Fusobacteriati	Bacteria	NA	2.753719343	0.317771976	0.000783484	0	0.005962194	0	0	0	0	0.000292636	0.000288764	0	0.029035106	0	0.031441435	0	0	0	0.008576417	0.470878578	0.889657537	0.302215494	0.159697198	0.302343241	0.215428629	0	0	0	0.000753996	0	0.000425277	0.000514167	0.005816305	0.011836909	0	0
Cetobacterium sp. SF1	3417654	Cetobacterium sp. SF1	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Fusobacteriati	Bacteria	NA	0.001603625	0	0	0	0	0	0	0	0	0.000224667	0	0	0	0	0	0	0	0	0.000459572	0	0	0.000132703	0	0.000610976	0.000175707	0	0	0	0	0	0	0	0	0	0	0
Chloracidobacterium aggregatum	2821542	Chloracidobacterium sp. MS 40/45	Chloracidobacterium	Acidobacteriaceae	Terriglobales	Terriglobia	Acidobacteriota	Pseudomonadati	Bacteria	NA	0.000159739	0	0	0	0	0	0	0	0.000159739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloracidobacterium sp. D	2821536	Chloracidobacterium sp. D	Chloracidobacterium	Acidobacteriaceae	Terriglobales	Terriglobia	Acidobacteriota	Pseudomonadati	Bacteria	NA	0.001349193	0	0	0	0	0	0	0	0.001349193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloracidobacterium validum	2821543	Chloracidobacterium validum	Chloracidobacterium	Acidobacteriaceae	Terriglobales	Terriglobia	Acidobacteriota	Pseudomonadati	Bacteria	NA	0.001249412	0.000939948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000309464	0	0	0	0	0	0	0	0	0
Chromobacterium paludis	2605945	Chromobacterium paludis	Chromobacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	5.68079E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68E-05	0
Chromobacterium sp. CV08	3133274	Chromobacterium sp. CV08	Chromobacterium	Chromobacteriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	8.00703E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01E-05	0
Citrobacter freundii	546	Citrobacter freundii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.002493232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001739715	0	0	0	0	0.000753517	0	0	0	0	0	0	0	0	0	0	0	0
Citrobacter youngae	133448	Citrobacter youngae	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000192465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192465	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium baratii	1561	Clostridium baratii	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.00477284	0	0	0	0	0	9.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004678143	0	0	0	0	0	0	0	0	0	0
Clostridium beijerinckii	1520	Clostridium beijerinckii	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.000565746	0	0	5.71E-05	0	0	0	0	0	0	0.000155933	0	0	0	0	0	0	0	0.000150677	0	0	0	0	0	0	0.000201987	0	0	0	0	0	0	0	0	0	0
Clostridium chauvoei	46867	Clostridium chauvoei	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.000125567	0	0	0	0	0	0.000125567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium culturomicium	1499683	Clostridium culturomicium	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.001720619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001720619	0
Clostridium gasigenes	94869	Clostridium gasigenes	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.931745727	0.007937337	0	0.00559467	0.001413132	0	0.060743128	0.099113586	0	0	0.000323653	0	0	0	0.000208394	0	0	0	0.000275706	0	0.087071703	0	0.007233039	2.16E-05	4.98E-05	0	0	0	0	0	0.000607539	8.21E-05	0.659045024	0	0	0.002025334
Clostridium isatidis	182773	Clostridium isatidis	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.000210459	0	0	0.000210459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium perfringens	1502	Clostridium perfringens	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.124018481	0	0	0	0	0	0.006213401	0	0	0	0	0	0	0.000212497	0	0	0	0	0	0	0	0	0.000197029	0	0	0.000162558	0	0	0.00148327	0	0.000776782	0	0	0	0.114972945	0
Clostridium saccharoperbutylacetonicum	36745	Clostridium saccharoperbutylacetonicum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	7.26843E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium sp. HCS.1	3238594	Clostridium sp. HCS.1	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.001001286	0	0	0	0	0	3.08E-05	0	0	0	0.000323177	0	0	0	0	0	0	0	0	0	0.000415611	0	0	0	0	0	0	0.000231689	0	0	0	0	0	0	0	0
Clostridium sp. MB05	3376682	Clostridium sp. MB05	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.014112857	0	0	0	0	0	0.000278469	0.00047399	0	0	0	0	0	0	0	0	0	0	0.000546943	0	6.04E-05	0	0	0	0	0	0	0.011289629	0	0	0	0	0.000962053	0	0	0.00050133
Conexibacter sp. S30A1	2937800	Conexibacter sp. S30A1	Conexibacter	Conexibacteraceae	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacillati	Bacteria	NA	8.32628E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conexibacter woesei	469383	Conexibacter woesei DSM 14684	Conexibacter	Conexibacteraceae	Solirubrobacterales	Thermoleophilia	Actinomycetota	Bacillati	Bacteria	NA	8.00331E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium canis	679663	Corynebacterium canis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000371468	0	0	0	0	0	0	0	0	0	0.000190584	0	0	0	0	7.14E-05	0	0	0.000109466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium ureicelerivorans	401472	Corynebacterium ureicelerivorans	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.00041255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crocosphaera subtropica	43989	Crocosphaera subtropica ATCC 51142	Crocosphaera	Aphanothecaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	NA	0.000202715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cutibacterium acnes	1747	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000378437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000378437	0	0	0	0	0	0	0	0
Cyanobacterium sp. uoEpiScrs1	2976343	Cyanobacterium sp. uoEpiScrs1	Cyanobacterium	Geminocystaceae	Chroococcales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	NA	4.97604E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytobacillus dafuensis	1742359	Cytobacillus dafuensis	Cytobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.016378415	0	0	0	0	0	0.000764608	0.013031908	0	0	0.00015072	0	0	6.45E-05	0	0	0	0	0.000193754	0.000182253	4.18E-05	0	0	0	0	0	0	0	5.81E-05	0	0	0	0.001689144	0	8.39E-05	0.000117698
Cytobacillus kochii	859143	Cytobacillus kochii	Cytobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.001401413	0	0	0	0	0	0.000194695	0.001206718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytobacillus praedii	1742358	Cytobacillus praedii	Cytobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000252075	0	0	0	0	0	3.93E-05	0.00021278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deefgea piscis	2739061	Deefgea piscis	Deefgea	Chitinibacteraceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	2.57253844	0.368424717	0.01789717	0.000769242	0.000536467	0	0.005524501	0.02274918	0	0.037450948	0.336173092	0.014220656	0.000229085	0.642704466	0.00803185	0	0	0.119965259	0.075896405	0.276137398	0.006503286	3.95E-05	0.167493528	0.038009632	0.045300282	0.000772151	0.012567695	0.007585569	0.004256161	0.249196141	0.000108489	0.000272774	0.099496206	0.001088322	0.006775679	0.006362599
Deefgea tanakiae	2865840	Deefgea tanakiae	Deefgea	Chitinibacteraceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000876048	0	0	3.20E-05	0	0	0	0	0	0	6.91E-05	0.000444203	0	0	0	0	0	0	0	3.45E-05	0	0	6.93E-05	0.000159966	6.71E-05	0	0	0	0	0	0	0	0	0	0	0
Defluviimonas sp. SAOS-178_SWC	3121287	Defluviimonas sp. SAOS-178_SWC	Albidovulum	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	4.45972E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denitratisoma oestradiolicum	311182	Denitratisoma oestradiolicum	Denitratisoma	Sterolibacteriaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000643406	0	0	0	0.000122122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012859	0.000392694	0	0
Desulfobaculum bizertense	376490	Desulfobaculum bizertense	Desulfobaculum	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000858189	0	0	0.000596489	0.000153981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010772	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfohalobium retbaense	485915	Desulfohalobium retbaense DSM 5692	Desulfohalobium	Desulfohalobiaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	4.16199E-05	0	0	4.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfomicrobium orale	888061	Desulfomicrobium orale DSM 12838	Desulfomicrobium	Desulfomicrobiaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.00014753	0	0	9.23E-05	5.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio desulfuricans	876	Desulfovibrio desulfuricans	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.540378371	0.00048738	0	0.03832575	0.256259048	0.002084242	0.002634509	0.022178589	0.000754466	0.00725836	0.001203098	0.000218677	0.000818193	0.000562518	0.01532342	0.011373878	0.001187178	0.000347411	0.001573758	0.00186062	0.000507628	0	0.093729443	0.001859787	2.29E-05	0	0	0.005385885	0.002406112	0.017326742	0.000104149	0	0.000508697	0.012093619	0.002859373	0.039122961
Desulfovibrio fairfieldensis	44742	Desulfovibrio fairfieldensis	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.001443455	0	0	0.000129376	0.00093929	0	0	8.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184251	0	0	0	0	0	0	0	0	0	0	0	0	0.000105829
Desulfovibrio mangrovi	2976983	Desulfovibrio mangrovi	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000549634	0	0	0.000258991	0.000211811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio piger	901	Desulfovibrio piger	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000261882	0	0	5.33E-05	0.000132244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio sp. 86	2666132	Desulfovibrio sp. 86	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.004676273	0	0	0.000418343	0.002033166	0.000237501	0.000296199	0.000157668	0	4.62E-05	0	0	0	0	0.00013339	0.000119839	0	0	0.000161879	7.96E-05	0	0	0.000708588	0	0	0	0	0	0	0	0	0	0	0	0	0.000283963
Desulfovibrio sp. G11	631220	Desulfovibrio sp. G11	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.928982927	0	0	0.003383915	0.024942006	0.121106614	0.125371092	0.021292404	0	0.000648119	0.000136766	2.34E-05	8.42E-05	6.66E-05	0.001535662	0.001390043	0	0	0.106312316	0.019369366	0.000130367	0	0.008823972	0.000201393	0.002183539	0	0	0.016026446	0.003547438	0.467471011	0	0	0	0.001047329	0.000214479	0.00367443
Desulfovibrio sp. WGS1351	3366814	Desulfovibrio sp. WGS1351	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000863874	0	0	7.16E-05	0.000277132	0.000115659	0.000172716	0	0	0	0	0	0	0	0	0	0	0	0.000124489	0	0	0	0.000102296	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio subterraneus	2718620	Desulfovibrio subterraneus	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000935641	0	0	0.000108903	0.000404693	0	0	8.17E-05	0	0	0	0	0	0	5.11E-05	0	0	0	0	0	0	0	0.000181384	0	0	0	0	0	0	0	0	0	0	0	0	0.000107792
Enterobacter mori	539813	Enterobacter mori	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	5.36763E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.37E-05	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia aphidicola	68334	Erwinia aphidicola	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001023534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001023534	0	0	0	0	0	0	0	0	0	0	0	0
Erwinia sp. LJJL01	3391839	Erwinia sp. LJJL01	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	7.16975E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17E-05	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia coli	562	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	4.55085E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55E-05	0	0	0	0	0	0	0	0	0	0	0	0
Ferrovum myxofaciens	416213	Ferrovum myxofaciens	Ferrovum	Ferrovaceae	Ferrovales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.004960296	0	0	0	0	0	0	0	0.000329622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405208	0.002947483	0	0	0	0.001277982	0	0
Flavobacterium cupriresistens	2893885	Flavobacterium cupriresistens	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati	Bacteria	NA	0.000146337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146337	0	0	0	0	0	0	0
Flavobacterium sp. M31R6	2739062	Flavobacterium sp. M31R6	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Pseudomonadati	Bacteria	NA	0.000317035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021204	0	0.000104995	0	0	0	0	0	0	0
Fluviispira sanaruensis	2493639	Fluviispira sanaruensis	Fluviispira	Silvanigrellaceae	Silvanigrellales	Oligoflexia	Bdellovibrionota	Pseudomonadati	Bacteria	NA	5.26723E-05	0	0	0	0	0	0	5.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium mortiferum	469616	Fusobacterium mortiferum ATCC 9817	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Fusobacteriati	Bacteria	NA	4.66678E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium varium	856	Fusobacterium varium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Fusobacteriati	Bacteria	NA	0.00016519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geitlerinema sp. PCC 7407	1173025	Geitlerinema sp. PCC 7407	Geitlerinema	Geitlerinemataceae	Geitlerinematales	Cyanophyceae	Cyanobacteriota	Bacillati	Bacteria	NA	0.000105587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmata obscuriglobus	114	Gemmata obscuriglobus	Gemmata	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetota	Pseudomonadati	Bacteria	NA	4.44871E-05	0	0	0	4.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemmata sp. SH-PL17	1630693	Gemmata sp. SH-PL17	Gemmata	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetota	Pseudomonadati	Bacteria	NA	0.000186673	0	0	0	0.000186673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gibbsiella quercinecans	929813	Gibbsiella quercinecans	Gibbsiella	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	2.6657E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67E-05	0	0	0	0	0	0	0	0	0	0	0	0
Gottfriedia acidiceleris	371036	Gottfriedia acidiceleris	Gottfriedia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.001147628	0	0	0	0	0	7.94E-05	0.000985257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.30E-05	0	0	0
Haliscomenobacter hydrossis	760192	Haliscomenobacter hydrossis DSM 1100	Haliscomenobacter	Haliscomenobacteraceae	Saprospirales	Saprospiria	Bacteroidota	Pseudomonadati	Bacteria	NA	0.001928583	0	0	0	0.000104676	0	0	0	0	0	0	0	0	0	0	0	0	0.001823906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium denitrificans	670307	Hyphomicrobium denitrificans 1NES1	Hyphomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000244094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium nitrativorans	1029756	Hyphomicrobium nitrativorans NL23	Hyphomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000508658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000508658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium sp. 1Nfss2.1	3413936	Hyphomicrobium sp. 1Nfss2.1	Hyphomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000308978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
